Thu Nov 16 17:50:24 2023

        Time,     Integral,       Moment,            M,      M(Mass), Tsample(Aver),      Tsample,     Tcontrol,         Tset,    1/Tsample,            H
           s,           Vs,          emu,     emu/cm^3,        emu/g,            K,            K,            K,            K,          1/K,            T

         6:0          6:0          6:0          6:0          6:0          6:0          6:0          6:0          6:0          6:0          6:0 
1.950102E+03 -2.097830E-05 -9.796330E-02 -4.098883E+02 -4.599216E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -4.994000E-01 
2.005320E+03 -2.187382E-05 -1.021451E-01 -4.273856E+02 -4.795547E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -5.494000E-01 
2.058953E+03 -2.268060E-05 -1.059126E-01 -4.431490E+02 -4.972423E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -5.994000E-01 
2.112562E+03 -2.327977E-05 -1.087106E-01 -4.548561E+02 -5.103784E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -6.493000E-01 
2.165391E+03 -2.375432E-05 -1.109266E-01 -4.641281E+02 -5.207823E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -6.992000E-01 
2.218211E+03 -2.382049E-05 -1.112356E-01 -4.654210E+02 -5.222330E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -7.492000E-01 
2.269828E+03 -2.398100E-05 -1.119851E-01 -4.685571E+02 -5.257518E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -7.990000E-01 
2.320242E+03 -2.427680E-05 -1.133665E-01 -4.743367E+02 -5.322369E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -8.490000E-01 
2.370859E+03 -2.413981E-05 -1.127268E-01 -4.716602E+02 -5.292337E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -8.989000E-01 
2.420891E+03 -2.441663E-05 -1.140194E-01 -4.770687E+02 -5.353024E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -9.488000E-01 
2.470305E+03 -2.441536E-05 -1.140135E-01 -4.770439E+02 -5.352746E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -9.987000E-01 
2.524914E+03 -2.456978E-05 -1.147346E-01 -4.800612E+02 -5.386602E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -9.514000E-01 
2.578125E+03 -2.463661E-05 -1.150467E-01 -4.813669E+02 -5.401253E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -9.012000E-01 
2.631742E+03 -2.438144E-05 -1.138551E-01 -4.763812E+02 -5.345311E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -8.510000E-01 
2.684961E+03 -2.397063E-05 -1.119367E-01 -4.683544E+02 -5.255244E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -8.010000E-01 
2.737773E+03 -2.384600E-05 -1.113547E-01 -4.659193E+02 -5.227921E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -7.510000E-01 
2.791188E+03 -2.361872E-05 -1.102934E-01 -4.614787E+02 -5.178094E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -7.008000E-01 
2.845812E+03 -2.301480E-05 -1.074733E-01 -4.496789E+02 -5.045693E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -6.508000E-01 
2.900828E+03 -2.263755E-05 -1.057116E-01 -4.423079E+02 -4.962986E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -6.008000E-01 
2.956258E+03 -2.207739E-05 -1.030958E-01 -4.313631E+02 -4.840177E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -5.506000E-01 
3.012883E+03 -2.116661E-05 -9.884269E-02 -4.135677E+02 -4.640502E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -5.006000E-01 
3.070898E+03 -2.018062E-05 -9.423836E-02 -3.943028E+02 -4.424336E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -4.504000E-01 
3.129711E+03 -1.922666E-05 -8.978358E-02 -3.756635E+02 -4.215192E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -4.004000E-01 
3.189922E+03 -1.784257E-05 -8.332024E-02 -3.486203E+02 -3.911748E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -3.504000E-01 
3.251344E+03 -1.631096E-05 -7.616803E-02 -3.186947E+02 -3.575964E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -3.002000E-01 
3.314773E+03 -1.471422E-05 -6.871166E-02 -2.874965E+02 -3.225900E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -2.502000E-01 
3.379383E+03 -1.310236E-05 -6.118469E-02 -2.560029E+02 -2.872521E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -2.001000E-01 
3.448625E+03 -1.087067E-05 -5.076327E-02 -2.123986E+02 -2.383252E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -1.500000E-01 
3.520039E+03 -8.523900E-06 -3.980444E-02 -1.665458E+02 -1.868753E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -1.000000E-01 
3.597062E+03 -5.871143E-06 -2.741674E-02 -1.147144E+02 -1.287171E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 -5.000000E-02 
3.699203E+03 -1.948204E-06 -9.097616E-03 -3.806534E+01 -4.271181E+00 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 0.000000E+00 
3.776250E+03 2.924071E-06 1.365467E-02 5.713250E+01 6.410642E+00 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 5.000000E-02 
3.848664E+03 7.004135E-06 3.270752E-02 1.368516E+02 1.535564E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 1.000000E-01 
3.917102E+03 9.545719E-06 4.457608E-02 1.865108E+02 2.092773E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 1.499000E-01 
3.984719E+03 1.149060E-05 5.365818E-02 2.245112E+02 2.519163E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 1.998000E-01 
4.047750E+03 1.374702E-05 6.419508E-02 2.685986E+02 3.013853E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 2.498000E-01 
4.109375E+03 1.510528E-05 7.053779E-02 2.951372E+02 3.311633E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 2.998000E-01 
4.169992E+03 1.665510E-05 7.777506E-02 3.254186E+02 3.651411E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 3.497000E-01 
4.229219E+03 1.813563E-05 8.468878E-02 3.543464E+02 3.975999E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 3.996000E-01 
4.286844E+03 1.910840E-05 8.923137E-02 3.733530E+02 4.189266E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 4.496000E-01 
4.342469E+03 2.015389E-05 9.411350E-02 3.937804E+02 4.418474E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 4.996000E-01 
4.397891E+03 2.073587E-05 9.683123E-02 4.051516E+02 4.546067E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 5.494000E-01 
4.451328E+03 2.173218E-05 1.014837E-01 4.246181E+02 4.764494E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 5.994000E-01 
4.504734E+03 2.218238E-05 1.035861E-01 4.334145E+02 4.863196E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 6.493000E-01 
4.557164E+03 2.216789E-05 1.035184E-01 4.331313E+02 4.860017E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 6.992000E-01 
4.608172E+03 2.274845E-05 1.062294E-01 4.444747E+02 4.987298E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 7.492000E-01 
4.659805E+03 2.253030E-05 1.052108E-01 4.402124E+02 4.939472E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 7.992000E-01 
4.711219E+03 2.292216E-05 1.070406E-01 4.478688E+02 5.025382E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 8.490000E-01 
4.761031E+03 2.272652E-05 1.061271E-01 4.440463E+02 4.982491E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 8.990000E-01 
4.810453E+03 2.267085E-05 1.058671E-01 4.429585E+02 4.970285E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 9.488000E-01 
4.860062E+03 2.294229E-05 1.071346E-01 4.482621E+02 5.029795E+01 2.934000E+02 2.934000E+02 2.934000E+02          --- 3.408316E-03 9.988000E-01 
